SampleNumber,ProductionArea,BedID,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,PSP-Alexandrium_spp.CellsL-1,DSP-DinophysiaceaeCellsL-1,DSP-ProrocentrumLimaCellsL-1,ASP-Pseudo-nitzschia_spp.CellsL-1,YessotoxinLingulodiniumPolyedrumCellsL-1,YessotoxinProtoceratiumReticulatumCellsL-1,VenerupinProrocentrumCordatumCellsL-1
Jan-22,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,05/01/2022,"Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment"
Feb-22,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,05/01/2022,ND,ND,ND,ND,ND,ND,ND
Mar-22,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,05/01/2022,ND,ND,ND,ND,ND,ND,ND
Apr-22,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,05/01/2022,ND,ND,ND,ND,ND,ND,ND
May-22,Porlock Relay,B094E,Somerset West and Taunton Council,SS87184778,Porlock Relay,05/01/2022,ND,ND,ND,ND,ND,ND,ND
Jun-22,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,06/01/2022,ND,ND,ND,ND,ND,ND,ND
Jul-22,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,06/01/2022,ND,ND,ND,ND,ND,ND,ND
Aug-22,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,05/01/2022,ND,ND,ND,ND,ND,ND,ND
Sep-22,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,06/01/2022,ND,ND,ND,ND,ND,ND,ND
Oct-22,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,10/01/2022,ND,ND,ND,ND,ND,ND,ND
11-Dec,Burry Inlet,B038Y,Carmarthenshire CC,SS50209860,Machynys,11/01/2022,ND,ND,ND,ND,ND,ND,ND
Dec-22,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar,11/01/2022,ND,ND,ND,ND,ND,ND,100
13/22,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,11/01/2022,ND,ND,ND,ND,ND,ND,ND
14/22,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,11/01/2022,ND,ND,ND,120,ND,ND,ND
15/22,Fal (Lower),B33BW,Cornwall PHA,SW83663789,East Bank North,11/01/2022,ND,ND,ND,ND,ND,ND,80
16/22,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,11/01/2022,ND,ND,ND,160,ND,ND,ND
17/22,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65963701,Stubborn Sand,10/01/2022,ND,ND,ND,400,ND,ND,ND
18/22,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,11/01/2022,ND,ND,ND,ND,ND,ND,ND
19/22,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,10/01/2022,ND,ND,ND,ND,ND,ND,ND
21/22,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,12/01/2022,ND,ND,ND,ND,ND,ND,ND
22/22,Percuil,B033R,Cornwall PHA,SW85853369,Percuil,12/01/2022,ND,ND,ND,ND,ND,ND,ND
23/22,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,12/01/2022,ND,ND,ND,160,ND,ND,40
24/22,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,11/01/2022,ND,ND,ND,ND,ND,ND,ND
25/22,Portsmouth Harbour,B020H,Portsmouth PHA,SU62850544,Paulsgrove,12/01/2022,ND,ND,ND,ND,ND,ND,ND
26/22,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,12/01/2022,ND,ND,ND,ND,ND,ND,ND
27/22,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,12/01/2022,ND,ND,ND,ND,ND,ND,ND
28/22,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,11/01/2022,ND,ND,ND,ND,ND,ND,ND
29/22,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,12/01/2022,ND,ND,ND,ND,ND,ND,ND
30/22,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,17/01/2022,ND,ND,ND,ND,ND,ND,ND
31/22,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,17/01/2022,ND,ND,ND,ND,ND,ND,ND
32/22,Portland,B25AK,Dorset Council,SY68707757,Site A,17/01/2022,ND,ND,ND,ND,ND,ND,ND
33/22,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,16/01/2022,ND,ND,ND,ND,ND,ND,ND
34/22,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,16/01/2022,ND,ND,ND,400,ND,ND,ND
35/22,Roach,B73AF,London PHA,TQ94909207,Paglesham,17/01/2022,ND,ND,ND,ND,ND,ND,ND
36/22,The Thames,B16BS,London PHA,TQ88148489,West of Southend Pier,17/01/2022,ND,ND,ND,ND,ND,ND,ND
37/22,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,17/01/2022,ND,ND,ND,ND,ND,ND,ND
38/22,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,17/01/2022,ND,ND,ND,ND,ND,ND,ND
39/22,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,18/01/2022,ND,ND,ND,ND,ND,ND,ND
40/22,The Wash,B003V,Boston BC,TF44234098,Toft,18/01/2022,ND,ND,ND,ND,ND,ND,ND
41/22,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,17/01/2022,ND,ND,ND,ND,ND,ND,ND
42/22,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,18/01/2022,ND,ND,ND,ND,ND,ND,ND
43/22,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,18/01/2022,ND,ND,ND,600,ND,ND,ND
44/22,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,18/01/2022,ND,ND,ND,ND,ND,ND,ND
45/22,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,18/01/2022,"Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment"
46/22,Bigbury upon Avon,B030J,South Hams DC,SX67114467,South Hexdown North,19/01/2022,ND,ND,ND,ND,ND,ND,ND
47/22,Dart,B028P,South Hams DC,SX87945350,Long Wood South,19/01/2022,ND,ND,ND,ND,ND,ND,ND
48/22,Start Bay,B087I,South Hams DC,SX84724671,Off Strete,19/01/2022,ND,ND,ND,ND,ND,ND,ND
49/22,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,19/01/2022,ND,ND,ND,ND,ND,ND,ND
50/22,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,19/01/2022,ND,ND,ND,ND,ND,ND,ND
51/22,Swale,B076P,Swale BC,TR01316497,The Causeway,24/01/2022,ND,ND,ND,ND,ND,ND,ND
52/22,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,25/01/2022,ND,ND,ND,ND,ND,ND,ND
53/22,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,23/01/2022,ND,ND,ND,ND,ND,ND,ND
54/22,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,25/01/2022,ND,ND,ND,ND,ND,ND,ND
56/22,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,01/02/2022,ND,ND,ND,ND,ND,ND,ND
57/22,The Wash,B003V,Boston BC,TF44234098,Toft,02/02/2022,ND,ND,ND,ND,ND,ND,ND
58/22,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,02/02/2022,ND,ND,ND,400,ND,ND,ND
59/22,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65963701,Stubborn Sand,02/02/2022,ND,ND,ND,ND,ND,ND,ND
60/22,Porlock Relay,B094E,Somerset West and Taunton Council,SS87184778,Porlock Relay,02/02/2022,ND,ND,ND,ND,ND,ND,ND
61/22,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,03/02/2022,ND,ND,ND,ND,ND,ND,ND
62/22,Burry Inlet,B038Y,Carmarthenshire CC,SS50209860,Machynys,07/02/2022,ND,ND,120,ND,ND,ND,ND
63/22,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,07/02/2022,ND,ND,ND,ND,ND,ND,ND
64/22,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,07/02/2022,ND,ND,ND,ND,ND,ND,ND
65/22,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,07/02/2022,ND,ND,ND,ND,ND,ND,ND
66/22,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,07/02/2022,ND,ND,ND,ND,ND,ND,ND
67/22,Bigbury upon Avon,B030J,South Hams DC,SX67114467,South Hexdown North,07/02/2022,ND,ND,ND,ND,ND,ND,ND
68/22,Poole,B54CI,"Bournemouth, Poole and 
Christchurch Council",SZ01818871,West Brownsea 1,08/02/2022,ND,ND,ND,ND,ND,ND,ND
69/22,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar,08/02/2022,ND,ND,ND,ND,ND,ND,ND
70/22,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,08/02/2022,ND,ND,ND,ND,ND,ND,ND
71/22,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,08/02/2022,ND,ND,ND,ND,ND,ND,ND
72/22,Fal (Lower),B33BW,Cornwall PHA,SW83663789,East Bank North,08/02/2022,ND,ND,ND,ND,ND,ND,ND
73/22,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,08/02/2022,ND,ND,ND,ND,ND,ND,ND
74/22,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,08/02/2022,"Unable to analyse, too much sediment",,,,,,
75/22,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,08/02/2022,ND,ND,ND,600,ND,ND,ND
76/22,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,07/02/2022,ND,ND,ND,ND,ND,ND,ND
77/22,Holy Island-Ross Links,B020H,Portsmouth PHA,SU62850544,Paulsgrove,08/02/2022,ND,ND,ND,ND,ND,ND,ND
78/22,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,08/02/2022,ND,ND,ND,ND,ND,ND,ND
79/22,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,07/02/2022,ND,ND,ND,5240,ND,ND,ND
80/22,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,07/02/2022,ND,ND,ND,600,ND,ND,ND
81/22,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,08/02/2022,ND,ND,ND,ND,ND,ND,ND
82/22,Percuil,B033R,Cornwall PHA,SW85853369,Percuil,09/02/2022,ND,ND,ND,ND,ND,ND,ND
83/22,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,09/02/2022,ND,ND,ND,160,ND,ND,ND
84/22,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,09/02/2022,ND,ND,ND,ND,ND,ND,40
85/22,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,09/02/2022,ND,ND,ND,ND,ND,ND,ND
86/22,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,09/02/2022,ND,ND,ND,ND,ND,ND,ND
87/22,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,09/02/2022,ND,ND,ND,640,ND,ND,ND
88/22,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,09/02/2022,ND,ND,ND,240,ND,ND,ND
89/22,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,14/02/2022,ND,ND,ND,ND,ND,ND,ND
90/22,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,14/02/2022,ND,ND,ND,ND,ND,ND,ND
92/22,Portland,B25AK,Dorset Council,SY68707757,Site A,14/02/2022,ND,ND,ND,160,ND,ND,ND
93/22,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,14/02/2022,ND,ND,ND,ND,ND,ND,ND
94/22,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,13/02/2022,ND,ND,ND,ND,ND,ND,ND
95/22,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,13/02/2022,ND,ND,ND,ND,ND,ND,ND
96/22,Roach,B73AF,London PHA,TQ94909207,Paglesham,14/02/2022,ND,ND,ND,ND,ND,ND,ND
97/22,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,14/02/2022,ND,ND,ND,ND,ND,ND,ND
98/22,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,15/02/2022,ND,ND,ND,ND,ND,ND,ND
99/22,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,15/02/2022,ND,ND,ND,ND,ND,ND,ND
100/22,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,16/02/2022,ND,ND,ND,ND,ND,ND,ND
101/22,Burry Inlet,B038Y,Carmarthenshire CC,SS50209860,Machynys,15/02/2022,ND,ND,ND,ND,ND,ND,ND
102/22,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,16/02/2022,"Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment"
103/22,Dart,B028P,South Hams DC,SX87945350,Long Wood South,17/02/2022,ND,ND,ND,ND,ND,ND,ND
104/22,Start Bay,B087I,South Hams DC,SX84724671,Off Strete,17/02/2022,ND,ND,ND,ND,ND,ND,ND
105/22,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,21/02/2022,ND,ND,ND,ND,ND,ND,ND
106/22,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,22/02/2022,ND,ND,ND,ND,ND,ND,ND
107/22,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,22/02/2022,ND,ND,ND,ND,ND,ND,ND
108/22,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,23/02/2022,ND,ND,ND,ND,ND,ND,ND
109/22,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,23/02/2022,"Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment"
122/22,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,06/03/2022,ND,ND,ND,ND,ND,ND,ND
123/22,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,06/03/2022,ND,ND,ND,600,ND,ND,ND
124/22,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,07/03/2022,ND,ND,ND,ND,ND,ND,ND
125/22,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,06/03/2022,ND,ND,ND,ND,ND,ND,ND
126/22,Bigbury upon Avon,B030J,South Hams DC,SX67114467,South Hexdown North,07/03/2022,ND,ND,ND,ND,ND,ND,ND
127/22,Burry Inlet,B038Y,Carmarthenshire CC,SS50209860,Machynys,08/03/2022,ND,ND,ND,ND,ND,ND,ND
128/22,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,08/03/2022,ND,ND,ND,ND,ND,ND,ND
129/22,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar,08/03/2022,ND,ND,ND,ND,ND,ND,ND
130/22,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,08/03/2022,ND,ND,ND,ND,ND,ND,ND
131/22,Fal (Lower),B33BW,Cornwall PHA,SW83663789,East Bank North,08/03/2022,ND,ND,ND,ND,ND,ND,ND
132/22,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,08/03/2022,ND,ND,ND,ND,ND,ND,ND
133/22,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,08/03/2022,ND,ND,ND,ND,ND,ND,ND
134/22,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,08/03/2022,ND,ND,ND,ND,ND,ND,ND
135/22,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,08/03/2022,"Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment"
