SampleNumber,ProductionArea,BedID,LocalAuthority,GridReference,SamplingPoint,SampleCollectionMethod,DateSampleCollected,DateSampleArrivedAtLowestoft,DateOfAnalysisAndResultsReported,PSP-Alexandrium_spp.CellsL-1,DSP-DinophysiaceaeCellsL-1,DSP-ProrocentrumLimaCellsL-1,ASP-Pseudo-nitzschia_spp.CellsL-1,YessotoxinLingulodiniumPolyedrumCellsL-1,YessotoxinProtoceratiumReticulatumCellsL-1,VenerupinProrocentrumCordatumCellsL-1,ActionRequired
330/18,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,SURFACE,2018-05-29,2018-05-30,2018-05-31,ND,200,ND,96400,ND,ND,ND,Additional flesh and water samples requested 
331/18,The Thames,B16BR,London PHA,TQ93798271,Phoenix,SURFACE,2018-05-29,2018-05-30,2018-05-31,ND,ND,ND,100300,ND,ND,ND,
332/18,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,SURFACE,2018-05-28,2018-05-30,2018-05-31,40,40,120,ND,ND,40,ND,Additional flesh and water samples requested 
333/18,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,POLE,2018-05-30,2018-05-31,2018-06-01,ND,760,ND,440,ND,ND,ND,Additional flesh and water samples requested 
334/18,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow Cove North,SURFACE,2018-05-30,2018-05-31,2018-06-01,ND,1200,ND,640,ND,ND,80,Additional flesh and water samples requested 
335/18,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,POLE,2018-05-29,2018-05-31,2018-06-01,ND,680,ND,1040,ND,ND,ND,Additional flesh and water samples requested 
336/18,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,TUBE,2018-05-29,2018-05-31,2018-06-01,ND,280,ND,40,ND,ND,280,Additional flesh and water samples requested 
337/18,Porlock,B094D,West Somerset Council,SS87114787,Porlock East,POLE,2018-05-30,2018-05-31,2018-06-01,ND,ND,ND,1800,ND,ND,ND,
338/18,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,SURFACE,2018-05-31,2018-06-01,2018-06-04,ND,160,ND,104000,ND,ND,ND,Additional flesh and water samples requested 
339-18,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,SURFACE,2018-06-04,2018-06-05,2018-06-06,ND,ND,ND,ND,ND,ND,ND,
340-18,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,SURFACE,2018-06-04,2018-06-05,2018-06-06,ND,ND,ND,ND,ND,ND,ND,
341-18,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,SURFACE,2018-06-03,2018-06-05,2018-06-06,ND,ND,ND,ND,ND,ND,ND,
342-18,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,POLE,2018-06-04,2018-06-05,2018-06-06,ND,ND,ND,ND,ND,ND,ND,
343-18,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,SURFACE,2018-06-05,2018-06-06,2018-06-07,ND,ND,ND,900,ND,ND,ND,
344-18,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon-Tregothnan,SURFACE,2018-06-05,2018-06-06,2018-06-07,ND,ND,ND,240,ND,ND,ND,
345-18,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,SURFACE,2018-06-05,2018-06-06,2018-06-07,40,ND,ND,ND,ND,ND,ND,Additional flesh and water samples requested
346-18,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,POLE,2018-06-05,2018-06-06,2018-06-07,ND,40,ND,560,ND,ND,200,
347-18,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,POLE,2018-06-05,2018-06-06,2018-06-07,ND,ND,ND,ND,ND,ND,40,
348-18,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,POLE,2018-06-05,2018-06-06,2018-06-07,ND,ND,ND,684000,ND,ND,ND,Additional flesh and water samples requested
349-18,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,POLE,2018-06-05,2018-06-06,2018-06-07,ND,ND,ND,ND,ND,ND,ND,
350-18,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,POLE,2018-06-05,2018-06-06,2018-06-07,ND,ND,ND,80,ND,ND,ND,
351-18,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,POLE,2018-06-05,2018-06-07,2018-06-08,ND,120,ND,400,ND,ND,ND,Additional flesh and water samples requested
352-18,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,SURFACE,2018-06-06,2018-06-07,2018-06-08,ND,ND,ND,484000,ND,ND,80,Additional flesh and water samples requested
353-18,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,POLE,2018-06-05,2018-06-07,2018-06-08,ND,560,ND,3080,ND,ND,ND,Additional flesh and water samples requested
354-18,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,POLE,2018-06-05,2018-06-07,2018-06-08,ND,120,ND,2880,ND,ND,120,Additional flesh and water samples requested
355-18,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,POLE,2018-06-05,2018-06-07,2018-06-08,ND,680,ND,1440,ND,ND,80,Additional flesh and water samples requested
356-18,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,SURFACE,2018-06-06,2018-06-07,2018-06-08,ND,ND,ND,30500,ND,ND,ND,
357-18,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,POLE,2018-06-06,2018-06-07,2018-06-08,ND,ND,ND,1800,ND,ND,ND,
358-18,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,POLE,2018-06-06,2018-06-07,2018-06-08,ND,ND,ND,1900,ND,ND,ND,
359-18,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,POLE,2018-06-06,2018-06-07,2018-06-08,ND,240,ND,2680,ND,ND,ND,Additional flesh and water samples requested
360-18,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,TUBE,2018-06-05,2018-06-07,2018-06-08,ND,160,ND,720,ND,ND,ND,Additional flesh and water samples requested
361-18,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2018-06-06,2018-06-07,2018-06-08,ND,ND,ND,37560,ND,ND,240,
362-18,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow Cove North,SURFACE,2018-06-07,2018-06-08,2018-06-11,ND,40,ND,3040,ND,ND,80,
363/18,The Wash,B003V,Boston BC,TF44234098,Toft,SURFACE,2018-06-11,2018-06-12,2018-06-13,40,ND,ND,ND,ND,ND,40,Additional flesh and water samples requested
364/18,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,POLE,2018-06-11,2018-06-12,2018-06-13,ND,ND,ND,3000,ND,ND,ND,
365/18,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,TUBE,2018-06-11,2018-06-12,2018-06-13,ND,ND,ND,5400,ND,ND,ND,
367/18,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,POLE,2018-06-11,2018-06-12,2018-06-13,ND,80,ND,5760,ND,ND,200,
368/18,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,POLE,2018-06-11,2018-06-12,2018-06-13,ND,400,ND,3320,ND,ND,40,Additional flesh and water samples requested
369/18,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,POLE,2018-06-11,2018-06-12,2018-06-13,80,40,ND,7000,ND,ND,520,Additional flesh and water samples requested
370/18,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65963701,Stubborn Sand,SURFACE,2018-06-11,2018-06-12,2018-06-13,ND,ND,ND,200,ND,ND,ND,
371/18,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,SURFACE,2018-06-11,2018-06-12,2018-06-13,ND,ND,ND,1300,ND,ND,ND,
372/18,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,SURFACE,2018-06-11,2018-06-12,2018-06-13,ND,ND,ND,ND,ND,ND,ND,
373/18,Dart,B028B,South Hams DC,SX87415599,Waddeton,POLE,2018-06-11,2018-06-12,2018-06-13,ND,120,ND,1080,ND,ND,40,Additional flesh and water samples requested
374/18,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,POLE,2018-06-11,2018-06-12,2018-06-13,ND,ND,ND,12040,ND,ND,3000,
375/18,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,POLE,2018-06-11,2018-06-12,2018-06-13,ND,ND,ND,8640,ND,ND,280,
376/18,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,POLE,2018-06-11,2018-06-12,2018-06-13,ND,40,ND,3960,ND,ND,ND,
377-18,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,SURFACE,2018-06-12,2018-06-13,2018-06-14,ND,40,ND,1880,ND,ND,ND,
378-18,Roach,B73AF,London PHA,TQ94909207,Paglesham,SURFACE,2018-06-12,2018-06-13,2018-06-14,ND,ND,ND,14800,ND,ND,ND,
379-18,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,SURFACE,2018-06-12,2018-06-13,2018-06-14,ND,ND,ND,ND,ND,ND,ND,
380-18,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,POLE,2018-06-12,2018-06-13,2018-06-14,ND,160,ND,2760,ND,ND,ND,Additional flesh and water samples requested
381-18,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,POLE,2018-06-12,2018-06-13,2018-06-14,ND,ND,ND,30000,ND,ND,ND,
382-18,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,POLE,2018-06-12,2018-06-13,2018-06-14,ND,80,ND,2800,ND,ND,40,
383-18,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,TUBE,2018-06-11,2018-06-13,2018-06-14,ND,80,ND,ND,ND,ND,ND,
384-18,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,POLE,2018-06-13,2018-06-14,2018-06-15,ND,40,ND,880,ND,ND,40,
385-18,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,SURFACE,2018-06-13,2018-06-14,2018-06-15,ND,ND,ND,1120,ND,ND,ND,
386-18,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,SURFACE,2018-06-13,2018-06-14,2018-06-15,ND,ND,ND,1480,ND,ND,ND,
387-18,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,SURFACE,2018-06-13,2018-06-14,2018-06-15,ND,ND,ND,19500,ND,ND,ND,
388-18,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,SURFACE,2018-06-13,2018-06-14,2018-06-15,ND,100,ND,58400,ND,ND,ND,Additional flesh and water samples requested
389-18,The Thames,B16BR,London PHA,TQ93798271,Phoenix,SURFACE,2018-06-13,2018-06-14,2018-06-15,ND,320,ND,15360,ND,ND,40,Additional flesh and water samples requested
390-18,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,SURFACE,2018-06-13,2018-06-14,2018-06-15,40,ND,ND,7960,ND,ND,80,Additional flesh and water samples requested
391-18,Porlock,B094D,West Somerset Council,SS87114787,Porlock East,POLE,2018-06-12,2018-06-14,2018-06-15,ND,ND,ND,4560,ND,ND,ND,
392-18,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,SURFACE,2018-06-14,2018-06-15,2018-06-18,ND,ND,ND,128500,ND,ND,1300,
393-18,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow Cove North,SURFACE,2018-06-14,2018-06-15,2018-06-18,ND,2200,ND,13200,ND,ND,ND,Additional flesh sample required
394-18,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,POLE,2018-06-13,2018-06-15,2018-06-18,ND,ND,ND,ND,ND,ND,ND,
395/18,The Wash,B003V,Boston BC,TF44234098,Toft,SURFACE,2018-06-18,2018-06-19,2018-06-20,ND,ND,ND,7600,ND,ND,ND,
396/18,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,SURFACE,2018-06-17,2018-06-19,2018-06-20,ND,ND,ND,2360,ND,ND,ND,
397/18,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,SURFACE,2018-06-17,2018-06-19,2018-06-20,ND,40,ND,4960,ND,ND,ND,
398/18,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,SURFACE,2018-06-17,2018-06-19,2018-06-20,ND,80,ND,ND,ND,ND,ND,
399/18,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,POLE,2018-06-18,2018-06-19,2018-06-20,ND,ND,ND,ND,ND,ND,ND,
400/18,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,SURFACE,2018-06-19,2018-06-20,2018-06-21,ND,ND,ND,900,ND,ND,ND,
401/18,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,SURFACE,2018-06-19,2018-06-20,2018-06-21,ND,200,ND,4920,ND,ND,ND,Additional flesh and water samples requested
402/18,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon-Tregothnan,SURFACE,2018-06-19,2018-06-20,2018-06-21,ND,40,ND,1280,ND,ND,ND,
403/18,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,SURFACE,2018-06-19,2018-06-20,2018-06-21,40,240,ND,2680,ND,ND,ND,Additional flesh and water samples requested
404/18,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,POLE,2018-06-19,2018-06-20,2018-06-21,ND,1520,ND,26200,ND,ND,ND,Additional flesh samples requested
405/18,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,POLE,2018-06-19,2018-06-20,2018-06-21,ND,1440,ND,15920,ND,ND,ND,Additional flesh samples requested
406/18,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,POLE,2018-06-19,2018-06-20,2018-06-21,ND,ND,ND,2900,ND,ND,ND,
407/18,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,POLE,2018-06-18,2018-06-20,2018-06-21,ND,120,ND,7960,ND,ND,200,Additional flesh and water samples requested
408/18,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,POLE,2018-06-19,2018-06-20,2018-06-21,40,ND,ND,31520,ND,ND,80,Additional flesh and water samples requested
409/18,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,POLE,2018-06-19,2018-06-20,2018-06-21,ND,ND,ND,2000,ND,ND,ND,
410/18,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,POLE,2018-06-19,2018-06-20,2018-06-21,ND,ND,ND,6160,ND,ND,ND,
411/18,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,POLE,2018-06-19,2018-06-20,2018-06-21,ND,160,ND,14600,ND,ND,ND,Additional flesh and water samples requested
412/18,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,SURFACE,2018-06-20,2018-06-21,2018-06-22,ND,ND,ND,400,ND,ND,ND,
413/18,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,POLE,2018-06-20,2018-06-21,2018-06-22,80,ND,ND,1200,ND,ND,ND,Additional flesh and water samples requested
414/18,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2018-06-21,2018-06-22,2018-06-25,ND,480,ND,560,ND,ND,ND,Additional flesh and water samples requested
415-18,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,POLE,2018-06-25,2018-06-26,2018-06-27,ND,ND,ND,ND,ND,ND,ND,
416-18,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,POLE,2018-06-25,2018-06-26,2018-06-27,ND,ND,ND,320,ND,ND,ND,
418-18,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,SURFACE,2018-06-25,2018-06-26,2018-06-27,100,600,ND,63200,ND,ND,200,Additional flesh and water samples requested
419-18,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,SURFACE,2018-06-25,2018-06-26,2018-06-27,ND,ND,ND,16160,ND,ND,ND,
420-18,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,POLE,2018-06-25,2018-06-26,2018-06-27,ND,ND,ND,24040,ND,ND,ND,
421-18,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,POLE,2018-06-25,2018-06-26,2018-06-27,ND,ND,ND,39880,ND,ND,ND,
422-18,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,POLE,2018-06-25,2018-06-26,2018-06-27,ND,ND,ND,160,ND,ND,120,
423-18,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,POLE,2018-06-25,2018-06-26,2018-06-27,120,ND,ND,64000,ND,ND,120,Additional flesh and water samples requested
424-18,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,SURFACE,2018-06-26,2018-06-27,2018-06-28,40,240,ND,156000,ND,ND,ND,Additional flesh and water samples requested
425-18,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,SURFACE,2018-06-26,2018-06-27,2018-06-28,40,80,ND,104000,ND,ND,ND,Additional flesh and water samples requested
426-18,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,POLE,2018-06-26,2018-06-27,2018-06-28,ND,320,ND,30560,ND,ND,ND,Additional flesh and water samples requested
427-18,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,SURFACE,2018-06-26,2018-06-27,2018-06-28,ND,100,ND,5000,ND,ND,ND,Additional flesh and water samples requested
428-18,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow Cove North,SURFACE,2018-06-26,2018-06-27,2018-06-28,"NOT TESTED, SUBMITTED OUTSIDE ROUTINE TESTING FREQUENCY",,,,,,,
429-18,Roach,B73AF,London PHA,TQ94909207,Paglesham,SURFACE,2018-06-26,2018-06-27,2018-06-28,ND,ND,ND,ND,ND,ND,ND,
430-18,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,SURFACE,2018-06-26,2018-06-27,2018-06-28,ND,40,ND,ND,ND,ND,360,
431-18,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,SURFACE,2018-06-26,2018-06-27,2018-06-28,ND,80,ND,ND,ND,ND,160,
432-18,The Thames,B16BR,London PHA,TQ93798271,Phoenix,SURFACE,2018-06-26,2018-06-27,2018-06-28,ND,40,ND,ND,ND,ND,40,
433-18,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,SURFACE,2018-06-26,2018-06-27,2018-06-28,ND,ND,ND,ND,ND,ND,ND,
434-18,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,POLE,2018-06-26,2018-06-27,2018-06-28,ND,40,ND,7880,ND,ND,ND,
435-18,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,POLE,2018-06-26,2018-06-27,2018-06-28,ND,ND,ND,5160,ND,ND,ND,
436-18,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,POLE,2018-06-26,2018-06-27,2018-06-28,40,ND,ND,2840,ND,ND,ND,Additional flesh and water samples requested
437-18,Beaulieu,B023I,New Forest DC,SU40280013,Landing Stage,POLE,2018-06-27,2018-06-28,2018-06-29,ND,ND,ND,ND,ND,ND,ND,
438-18,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,POLE,2018-06-26,2018-06-28,2018-06-29,ND,ND,ND,8960,ND,ND,80,
439-18,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,TUBE,2018-06-26,2018-06-28,2018-06-29,ND,120,ND,6200,ND,ND,40,Additional flesh and water samples requested
440-18,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,POLE,2018-06-27,2018-06-29,2018-07-02,ND,ND,ND,1240,ND,ND,ND,
441-18,Dart,B028B,South Hams DC,SX87415599,Waddeton,POLE,2018-06-28,2018-06-29,2018-07-02,ND,ND,ND,7960,ND,ND,ND,
442-18,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2018-06-28,2018-06-29,2018-07-02,40,200,ND,2120,ND,ND,ND,Additional flesh and water samples requested
443-18,Porlock,B094D,West Somerset Council,SS87114787,Porlock East,POLE,2018-06-27,2018-06-29,2018-07-02,ND,ND,ND,2760,ND,ND,ND,
444/18,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,SURFACE,2018-07-02,2018-07-03,2018-07-04,200,ND,ND,18400,ND,ND,ND,Additional flesh and water samples requested
445/18,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,SURFACE,2018-07-01,2018-07-03,2018-07-04,ND,ND,ND,10360,ND,ND,ND,
446/18,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,SURFACE,2018-07-01,2018-07-03,2018-07-04,ND,40,ND,480,ND,ND,ND,
447/18,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,SURFACE,2018-07-02,2018-07-03,2018-07-04,ND,160,ND,186000,ND,ND,80,Additional flesh and water samples requested
448/18,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,SURFACE,2018-07-02,2018-07-03,2018-07-04,ND,ND,ND,ND,ND,ND,ND,
449/18,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,SURFACE,2018-07-02,2018-07-03,2018-07-04,UNABLE TO ANALYSE TOO MUCH SEDIMENT,,,,,,,Additional water sample requested
450/18,The Thames,B16BR,London PHA,TQ93798271,Phoenix,SURFACE,2018-07-02,2018-07-03,2018-07-04,ND,ND,ND,ND,ND,ND,ND,
451/18,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,SURFACE,2018-07-02,2018-07-03,2018-07-04,ND,120,ND,57080,ND,ND,ND,Additional flesh and water samples requested
452/18,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,POLE,2018-07-02,2018-07-03,2018-07-04,ND,ND,ND,ND,ND,ND,ND,
453/18,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,POLE,2018-07-02,2018-07-03,2018-07-04,40,80,ND,280,ND,ND,200,Additional flesh and water samples requested
454/18,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,POLE,2018-07-02,2018-07-03,2018-07-04,ND,80,ND,165000,ND,ND,40,Additional flesh and water samples requested
455/18,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,SURFACE,2018-07-03,2018-07-04,2018-07-05,ND,ND,ND,ND,ND,ND,ND,
456/18,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,POLE,2018-07-03,2018-07-04,2018-07-05,ND,120,ND,241000,ND,ND,320,Additional flesh and water samples requested
457/18,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,POLE,2018-07-03,2018-07-04,2018-07-05,ND,ND,ND,200,ND,ND,ND,
458/18,Swale,B076P,Swale BC,TR01316497,The Causeway,SURFACE,2018-07-03,2018-07-04,2018-07-05,ND,ND,ND,ND,ND,ND,ND,
459/18,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,POLE,2018-07-03,2018-07-04,2018-07-05,ND,ND,ND,2440,ND,ND,ND,
460-18,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,SURFACE,2018-07-03,2018-07-05,2018-07-06,ND,240,ND,2240,ND,ND,ND,Additional flesh and water samples requested
461-18,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,SURFACE,2018-07-03,2018-07-05,2018-07-06,40,440,ND,23480,ND,ND,40,Additional flesh and water samples requested
462-18,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon-Tregothnan,SURFACE,2018-07-03,2018-07-05,2018-07-06,600,ND,ND,18500,ND,ND,ND,Additional flesh and water samples requested
463-18,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,SURFACE,2018-07-03,2018-07-05,2018-07-06,200,ND,ND,32900,ND,ND,ND,Additional flesh and water samples requested
464-18,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,POLE,2018-07-03,2018-07-05,2018-07-06,40,1280,ND,4640,ND,ND,ND,Additional flesh and water samples requested
465-18,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,SURFACE,2018-07-04,2018-07-05,2018-07-06,ND,ND,ND,80,ND,ND,ND,
466-18,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,POLE,2018-07-03,2018-07-05,2018-07-06,ND,80,ND,15760,ND,40,ND,
467-18,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,TUBE,2018-07-02,2018-07-05,2018-07-06,ND,40,ND,2760,ND,ND,ND,
468-18,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2018-07-03,2018-07-05,2018-07-06,ND,360,ND,2280,ND,ND,ND,Additional flesh and water samples requested
469-18,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,POLE,2018-07-04,2018-07-05,2018-07-06,ND,ND,ND,ND,ND,ND,ND,
470/18,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,POLE,2018-07-09,2018-07-10,2018-07-11,ND,ND,ND,ND,ND,ND,ND,
471/18,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,TUBE,2018-07-09,2018-07-10,2018-07-11,ND,ND,ND,ND,ND,ND,ND,
473/18,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,SURFACE,2018-07-09,2018-07-10,2018-07-11,300,200,ND,1400,ND,ND,100,Additional flesh and water requested
474/18,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,SURFACE,2018-07-09,2018-07-10,2018-07-11,ND,100,ND,3507000,ND,ND,100,Additional flesh and water requested
475/18,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,SURFACE,2018-07-09,2018-07-10,2018-07-11,ND,40,ND,ND,ND,ND,ND,
476/18,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,SURFACE,2018-07-09,2018-07-10,2018-07-11,ND,ND,ND,4400,ND,ND,ND,
477/18,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,POLE,2018-07-09,2018-07-10,2018-07-11,ND,ND,ND,18680,ND,ND,80,
478/18,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,POLE,2018-07-10,2018-07-11,2018-07-12,ND,ND,ND,5920,ND,ND,ND,
479/18,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,SURFACE,2018-07-10,2018-07-11,2018-07-12,160,80,ND,920,ND,ND,ND,Additional flesh and water samples requested 
480/18,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon-Tregothnan,SURFACE,2018-07-10,2018-07-11,2018-07-12,80,ND,ND,ND,ND,ND,ND,Additional flesh and water samples requested 
481/18,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,SURFACE,2018-07-10,2018-07-11,2018-07-12,ND,40,ND,80,ND,ND,ND,
482/18,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,POLE,2018-07-10,2018-07-11,2018-07-12,ND,1720,ND,10840,ND,ND,80,Additional flesh and water samples requested 
483/18,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,POLE,2018-07-10,2018-07-11,2018-07-12,ND,ND,ND,760,ND,ND,ND,
484/18,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,POLE,2018-07-09,2018-07-11,2018-07-12,40,ND,ND,8760,ND,ND,ND,Additional flesh and water samples requested 
