SampleNumber,ProductionArea,BedID,LocalAuthority,GridReference,SamplingPoint,SampleCollectionMethod,DateSampleCollected,DateSampleArrivedAtLowestoft,DateOfAnalysisAndResultsReported,PSP-Alexandrium_spp.CellsL-1,DSP-DinophysiaceaeCellsL-1,DSP-ProrocentrumLimaCellsL-1,ASP-Pseudo-nitzschia_spp.CellsL-1,YessotoxinLingulodiniumPolyedrumCellsL-1,YessotoxinProtoceratiumReticulatumCellsL-1,VenerupinProrocentrumCordatumCellsL-1,ActionRequired
589/19,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,POLE,2019-08-05,2019-08-07,2019-08-08,ND,ND,ND,ND,ND,ND,ND,
590/19,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,POLE,2019-08-06,2019-08-07,2019-08-08,ND,ND,ND,ND,ND,ND,ND,
591/19,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,SURFACE,2019-08-06,2019-08-07,2019-08-08,ND,ND,200,ND,ND,ND,ND,Additional flesh and water sample requested
592/19,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,POLE,2019-08-06,2019-08-07,2019-08-08,ND,ND,ND,ND,ND,ND,ND,
593/19,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,POLE,2019-08-06,2019-08-07,2019-08-08,ND,ND,ND,ND,ND,ND,ND,
594/19,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,POLE,2019-08-06,2019-08-07,2019-08-08,40,40,ND,ND,ND,ND,ND,Additional flesh and water sample requested
595/19,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,POLE,2019-08-06,2019-08-07,2019-08-08,ND,ND,ND,ND,ND,ND,ND,
596/19,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,SURFACE,2019-08-06,2019-08-07,2019-08-08,ND,ND,ND,ND,ND,ND,ND,
597/19,Porlock,B094D,Somerset West and Taunton Council,SS87114787,Porlock East,POLE,2019-08-06,2019-08-07,2019-08-08,ND,ND,ND,160,ND,ND,ND,
598/19,Dart,B028B,South Hams DC,SX87415599,Waddeton,POLE,2019-08-06,2019-08-07,2019-08-08,ND,ND,ND,25880,ND,ND,ND,
599/19,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,POLE,2019-08-05,2019-08-07,2019-08-08,ND,ND,ND,80960,ND,ND,ND,
600/19,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,TUBE,2019-08-05,2019-08-07,2019-08-08,ND,ND,ND,2240,ND,ND,ND,
601/19,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,POLE,2019-08-07,2019-08-08,2019-08-09,160,ND,ND,480,ND,ND,ND,Additional flesh and water sample requested
602/19,Poole,B54CU,"Bournemouth, Poole and Christchurch Council",SZ09079041,Poole Coastal,POLE,2019-08-08,2019-08-09,2019-08-12,ND,ND,ND,700,ND,ND,ND,
603/19,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,SURFACE,2019-08-07,2019-08-09,2019-08-12,ND,ND,ND,1400,ND,ND,ND,
604/19,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,POLE,2019-08-08,2019-08-09,2019-08-12,ND,ND,ND,1000,ND,ND,ND,
605/19,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,POLE,2019-08-08,2019-08-09,2019-08-12,ND,ND,ND,1640,ND,ND,ND,
606/19,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,POLE,2019-08-06,2019-08-09,2019-08-12,ND,ND,ND,ND,ND,ND,ND,
608/19,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,POLE,2019-08-12,2019-08-13,2019-08-14,ND,ND,ND,3900,ND,ND,ND,
610/19,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,SURFACE,2019-08-12,2019-08-13,2019-08-14,ND,ND,ND,ND,ND,ND,ND,
611/19,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,POLE,2019-08-12,2019-08-13,2019-08-14,1240,ND,ND,37680,ND,ND,ND,Additional flesh and water samples requested
612/19,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,SURFACE,2019-08-12,2019-08-13,2019-08-14,ND,ND,ND,ND,ND,ND,ND,
613/19,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,POLE,2019-08-12,2019-08-13,2019-08-14,ND,ND,ND,1960,ND,ND,ND,
614/19,Roach,B73AF,London PHA,TQ94909207,Paglesham,SURFACE,2019-08-12,2019-08-13,2019-08-14,ND,ND,ND,900,ND,ND,ND,
615/19,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,SURFACE,2019-08-12,2019-08-13,2019-08-14,ND,ND,ND,40,ND,ND,ND,
616/19,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,POLE,2019-08-12,2019-08-13,2019-08-14,ND,ND,ND,320,ND,ND,ND,
617/19,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,POLE,2019-08-13,2019-08-14,2019-08-15,ND,ND,ND,ND,ND,ND,ND,
618/19,Lyme Bay,B090V,Dorset Council,SY45918886,Lyme Bay Ensis West,POLE,2019-08-13,2019-08-14,2019-08-15,ND,ND,ND,2160,ND,ND,ND,
619/19,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,SURFACE,2019-08-13,2019-08-14,2019-08-15,ND,ND,ND,240,ND,ND,ND,
620/19,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,SURFACE,2019-08-13,2019-08-14,2019-08-15,ND,ND,ND,ND,ND,ND,ND,
621/19,The Thames,B16BR,London PHA,TQ93798271,Phoenix,SURFACE,2019-08-13,2019-08-14,2019-08-15,ND,ND,ND,ND,ND,ND,ND,
622/19,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,SURFACE,2019-08-13,2019-08-14,2019-08-15,ND,ND,ND,ND,ND,ND,ND,
623/19,Dart,B028B,South Hams DC,SX87415599,Waddeton,POLE,2019-08-13,2019-08-14,2019-08-15,ND,ND,ND,11960,ND,ND,ND,
624/19,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,SURFACE,2019-08-13,2019-08-14,2019-08-15,ND,ND,ND,2120,ND,ND,ND,
625/19,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,SURFACE,2019-08-14,2019-08-15,2019-08-16,ND,ND,ND,ND,ND,ND,ND,
626/19,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,SURFACE,2019-08-14,2019-08-15,2019-08-16,ND,ND,ND,ND,ND,ND,ND,
627/19,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,SURFACE,2019-08-14,2019-08-15,2019-08-16,ND,ND,ND,7440,ND,ND,ND,
628/19,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,POLE,2019-08-14,2019-08-15,2019-08-16,ND,ND,ND,1320,ND,ND,ND,
629/19,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,SURFACE,2019-08-14,2019-08-15,2019-08-16,ND,ND,ND,ND,ND,ND,ND,
630/19,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,POLE,2019-08-19,2019-08-20,2019-08-21,"NOT TESTED, SUBMITTED OUTSIDE ROUTINE TESTING FREQUENCY",,,,,,,
631/19,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,SURFACE,2019-08-19,2019-08-20,2019-08-21,ND,ND,ND,ND,ND,ND,ND,
632/19,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,POLE,2019-08-19,2019-08-20,2019-08-21,ND,ND,ND,52960,ND,ND,ND,
633/19,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,SURFACE,2019-08-19,2019-08-20,2019-08-21,ND,40,ND,920,ND,ND,ND,
634/19,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,POLE,2019-08-19,2019-08-20,2019-08-21,ND,ND,ND,ND,ND,ND,ND,
635/19,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,POLE,2019-08-19,2019-08-20,2019-08-21,ND,ND,ND,ND,ND,ND,ND,
636/19,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,POLE,2019-08-19,2019-08-20,2019-08-21,UNABLE TO ANALYSE TOO MUCH SEDIMENT,,,,,,,Additional water sample requested
638/19,The Wash,B003V,Boston BC,TF44234098,Toft,SURFACE,2019-08-19,2019-08-21,2019-08-22,ND,ND,ND,6760,ND,ND,ND,
639/19,Poole,B54CU,"Bournemouth, Poole and Christchurch Council",SZ09079041,Poole Coastal,POLE,2019-08-20,2019-08-21,2019-08-22,ND,ND,ND,1800,ND,ND,ND,
640/19,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,POLE,2019-08-20,2019-08-21,2019-08-22,ND,ND,ND,320,ND,ND,ND,
641/19,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,POLE,2019-08-19,2019-08-21,2019-08-22,ND,ND,120,ND,ND,ND,ND,Additional flesh and water sample requested
642/19,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,SURFACE,2019-08-19,2019-08-21,2019-08-22,ND,ND,ND,6600,ND,ND,ND,
643/19,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,POLE,2019-08-20,2019-08-21,2019-08-22,40,ND,ND,360,ND,ND,ND,Additional flesh and water sample requested
644/19,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,POLE,2019-08-20,2019-08-21,2019-08-22,ND,ND,ND,320,ND,ND,ND,
645/19,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,POLE,2019-08-20,2019-08-21,2019-08-22,ND,ND,ND,320,ND,ND,ND,
646/19,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,POLE,2019-08-20,2019-08-21,2019-08-22,ND,ND,ND,ND,ND,ND,ND,
647/19,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65963701,Stubborn Sand,SURFACE,2019-08-19,2019-08-21,2019-08-22,ND,ND,ND,240,ND,ND,ND,
648/19,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,SURFACE,2019-08-20,2019-08-21,2019-08-22,ND,ND,ND,ND,ND,ND,ND,
649/19,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,POLE,2019-08-20,2019-08-21,2019-08-22,ND,ND,ND,560,ND,ND,ND,
650/19,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,POLE,2019-08-20,2019-08-21,2019-08-22,ND,ND,ND,44480,ND,ND,ND,
651/19,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,TUBE,2019-08-19,2019-08-21,2019-08-22,ND,ND,ND,25360,ND,ND,ND,
652/19,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow Cove North,POLE,2019-08-21,2019-08-22,2019-08-23,ND,ND,ND,21200,ND,ND,80,
653/19,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,SURFACE,2019-08-21,2019-08-22,2019-08-23,ND,ND,ND,1200,ND,ND,ND,
654/19,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,POLE,2019-08-21,2019-08-22,2019-08-23,ND,ND,ND,10880,ND,ND,40,
655/19,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,POLE,2019-08-21,2019-08-22,2019-08-23,ND,ND,ND,13480,ND,ND,ND,
656/19,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2019-08-21,2019-08-22,2019-08-23,ND,ND,ND,400,ND,ND,ND,
657/19,Swale,B076P,Swale BC,TR01316497,The Causeway,SURFACE,2019-08-22,2019-08-23,2019-08-27,ND,ND,ND,ND,ND,ND,ND,
658/19,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,POLE,2019-08-22,2019-08-27,2019-08-28,ND,ND,ND,320,ND,ND,ND,
659/19,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,POLE,2019-08-27,2019-08-28,2019-08-29,ND,ND,ND,ND,ND,ND,ND,
661/19,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,POLE,2019-08-27,2019-08-28,2019-08-29,ND,40,ND,22360,ND,ND,ND,
662/19,Mevagissey Bay,B70AL,Cornwall PHA,SX02264678,Pentewan,POLE,2019-08-27,2019-08-28,2019-08-29,ND,ND,ND,145000,ND,ND,40,
663/19,Roach,B73AF,London PHA,TQ94909207,Paglesham,SURFACE,2019-08-27,2019-08-28,2019-08-29,ND,ND,ND,ND,ND,ND,ND,
664/19,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,POLE,2019-08-27,2019-08-28,2019-08-29,ND,ND,ND,1100,ND,ND,ND,
666/19,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,POLE,2019-08-28,2019-08-29,2019-08-30,ND,ND,ND,760,ND,ND,ND,
667/19,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,SURFACE,2019-08-28,2019-08-29,2019-08-30,ND,ND,ND,5880,ND,ND,ND,
668/19,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,SURFACE,2019-08-28,2019-08-29,2019-08-30,ND,80,ND,600,ND,ND,ND,
669/19,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,SURFACE,2019-08-28,2019-08-29,2019-08-30,ND,40,ND,80,ND,ND,ND,
670/19,The Thames,B16BR,London PHA,TQ93798271,Phoenix,SURFACE,2019-08-28,2019-08-29,2019-08-30,ND,ND,ND,280,ND,ND,ND,
671/19,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,SURFACE,2019-08-28,2019-08-29,2019-08-30,ND,ND,ND,ND,ND,ND,ND,
672/19,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,SURFACE,2019-08-28,2019-08-29,2019-08-30,ND,ND,ND,ND,ND,ND,ND,
673/19,Porlock,B094D,Somerset West and Taunton Council,SS87114787,Porlock East,POLE,2019-08-28,2019-08-30,2019-09-02,ND,ND,ND,ND,ND,ND,ND,
674/19,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,POLE,2019-09-02,2019-09-03,2019-09-04,ND,ND,40,ND,ND,ND,ND,
675/19,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,POLE,2019-09-02,2019-09-03,2019-09-04,ND,ND,ND,1600,ND,ND,ND,
676/19,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,POLE,2019-09-02,2019-09-03,2019-09-04,ND,ND,ND,ND,ND,ND,ND,
677/19,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,SURFACE,2019-09-01,2019-09-03,2019-09-04,ND,ND,100,ND,ND,ND,ND,Additional flesh and water samples requested
678/19,Porlock,B094D,Somerset West and Taunton Council,SS87114787,Porlock East,POLE,2019-09-02,2019-09-03,2019-09-04,ND,ND,ND,ND,ND,ND,ND,
679/19,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,POLE,2019-09-02,2019-09-03,2019-09-04,ND,ND,ND,ND,ND,ND,ND,
680/19,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,POLE,2019-09-02,2019-09-03,2019-09-04,ND,ND,ND,ND,ND,ND,ND,
681/19,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,POLE,2019-09-02,2019-09-03,2019-09-04,ND,ND,ND,12400,ND,ND,ND,
682/19,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,SURFACE,2019-09-03,2019-09-04,2019-09-05,ND,ND,ND,ND,ND,ND,ND,
683/19,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,POLE,2019-09-03,2019-09-04,2019-09-05,ND,ND,ND,480,ND,ND,ND,
684/19,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,POLE,2019-09-03,2019-09-04,2019-09-05,ND,ND,ND,120,ND,ND,ND,
685/19,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,POLE,2019-09-03,2019-09-04,2019-09-05,ND,ND,ND,360,ND,ND,ND,
686/19,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,SURFACE,2019-09-02,2019-09-04,2019-09-05,ND,ND,ND,400,ND,ND,ND,
687/19,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow Cove North,POLE,2019-09-02,2019-09-04,2019-09-05,ND,ND,ND,1240,ND,ND,ND,
688/19,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,POLE,2019-09-02,2019-09-04,2019-09-05,ND,ND,ND,ND,ND,ND,ND,
689/19,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,POLE,2019-09-03,2019-09-04,2019-09-05,ND,ND,ND,160,ND,ND,ND,
690/19,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,POLE,2019-09-03,2019-09-04,2019-09-05,ND,ND,ND,ND,ND,ND,ND,
691/19,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,SURFACE,2019-09-03,2019-09-04,2019-09-05,ND,ND,ND,160,ND,ND,ND,
692/19,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,SURFACE,2019-09-03,2019-09-04,2019-09-05,ND,ND,100,1100,ND,ND,ND,Additional flesh and water sample requested
693/19,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,SURFACE,2019-09-03,2019-09-04,2019-09-05,ND,ND,ND,ND,ND,ND,ND,
694/19,The Thames,B16BR,London PHA,TQ93798271,Phoenix,SURFACE,2019-09-03,2019-09-04,2019-09-05,ND,ND,ND,ND,ND,ND,ND,
695/19,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,POLE,2019-09-03,2019-09-04,2019-09-05,ND,ND,ND,ND,ND,ND,ND,
696/19,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,POLE,2019-09-03,2019-09-04,2019-09-05,ND,ND,ND,4920,ND,ND,ND,
697/19,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,TUBE,2019-09-02,2019-09-04,2019-09-05,ND,ND,ND,13080,ND,ND,ND,
698/19,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2019-09-02,2019-09-04,2019-09-05,ND,ND,ND,2280,ND,ND,ND,
699/19,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,POLE,2019-09-02,2019-09-04,2019-09-05,ND,ND,ND,1600,ND,ND,ND,
701/19,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,SURFACE,2019-09-04,2019-09-05,2019-09-06,ND,ND,ND,7880,ND,ND,ND,
702/19,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,SURFACE,2019-09-04,2019-09-05,2019-09-06,ND,ND,ND,ND,ND,ND,ND,
703/19,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,POLE,2019-09-04,2019-09-05,2019-09-06,ND,ND,ND,1680,ND,ND,ND,
704/19,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,POLE,2019-09-04,2019-09-05,2019-09-06,ND,ND,ND,9080,ND,ND,ND,
705/19,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,POLE,2019-09-04,2019-09-05,2019-09-06,ND,40,ND,1560,ND,ND,ND,
706/19,Lyme Bay,B090V,Dorset Council,SY45918886,Lyme Bay Ensis West,POLE,2019-09-05,2019-09-06,2019-09-09,ND,ND,ND,7120,ND,ND,ND,
707/19,Dee,B45AF,Flintshire CC,SJ18058053,Salisbury,SURFACE,2019-09-04,2019-09-06,2019-09-09,ND,ND,ND,400,ND,ND,ND,
708/19,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,POLE,2019-09-08,2019-09-10,2019-09-11,ND,ND,ND,ND,ND,ND,ND,
709/19,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,TUBE,2019-09-09,2019-09-10,2019-09-11,ND,ND,ND,ND,ND,ND,ND,
711/19,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,POLE,2019-09-10,2019-09-11,2019-09-12,ND,ND,ND,240,ND,ND,ND,
712/19,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,POLE,2019-09-10,2019-09-11,2019-09-12,ND,ND,ND,1880,ND,ND,ND,
713/19,Mevagissey Bay,B70AL,Cornwall PHA,SX02264678,Pentewan,POLE,2019-09-10,2019-09-11,2019-09-12,ND,ND,ND,8840,ND,ND,ND,
714/19,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,SURFACE,2019-09-09,2019-09-11,2019-09-12,ND,ND,ND,1320,ND,ND,ND,
715/19,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,SURFACE,2019-09-09,2019-09-11,2019-09-12,ND,ND,ND,80,ND,ND,ND,
716/19,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,SURFACE,2019-09-10,2019-09-11,2019-09-12,ND,ND,ND,ND,ND,ND,ND,
717/19,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,SURFACE,2019-09-09,2019-09-11,2019-09-12,ND,ND,ND,ND,ND,ND,ND,
718/19,Roach,B73AF,London PHA,TQ94909207,Paglesham,SURFACE,2019-09-11,2019-09-12,2019-09-13,ND,ND,ND,ND,ND,ND,ND,
719/19,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,SURFACE,2019-09-11,2019-09-12,2019-09-13,ND,ND,ND,ND,ND,ND,ND,
720/19,Dart,B028B,South Hams DC,SX87415599,Waddeton,POLE,2019-09-11,2019-09-12,2019-09-13,ND,ND,ND,3880,ND,ND,ND,
721/19,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,SURFACE,2019-09-11,2019-09-12,2019-09-13,ND,ND,ND,3400,ND,ND,ND,
722/19,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,POLE,2019-09-16,2019-09-17,2019-09-18,ND,ND,ND,ND,ND,ND,ND,
723/19,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,SURFACE,2019-09-16,2019-09-17,2019-09-18,ND,ND,ND,240,ND,ND,ND,
724/19,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,SURFACE,2019-09-16,2019-09-17,2019-09-18,ND,ND,ND,ND,ND,ND,ND,
725/19,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,POLE,2019-09-16,2019-09-17,2019-09-18,ND,ND,ND,ND,ND,ND,ND,
726/19,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,POLE,2019-09-16,2019-09-17,2019-09-18,ND,ND,ND,ND,ND,ND,ND,
727/19,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,POLE,2019-09-16,2019-09-17,2019-09-18,ND,ND,ND,ND,ND,ND,ND,
728/19,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,POLE,2019-09-16,2019-09-17,2019-09-18,ND,ND,ND,ND,ND,ND,ND,
729/19,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,POLE,2019-09-16,2019-09-17,2019-09-18,ND,ND,ND,ND,ND,ND,ND,
730/19,The Wash,B003V,Boston BC,TF44234098,Toft,SURFACE,2019-09-16,2019-09-18,2019-09-19,ND,ND,ND,880,ND,ND,ND,
731/19,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,SURFACE,2019-09-17,2019-09-18,2019-09-19,ND,ND,ND,ND,ND,ND,ND,
732/19,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow Cove North,POLE,2019-09-16,2019-09-18,2019-09-19,ND,ND,ND,240,ND,ND,ND,
733/19,Lyme Bay,B090V,Dorset Council,SY45918886,Lyme Bay Ensis West,POLE,2019-09-17,2019-09-18,2019-09-19,ND,ND,ND,680,ND,ND,ND,
734/19,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,POLE,2019-09-17,2019-09-18,2019-09-19,ND,ND,ND,ND,ND,ND,ND,
735/19,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65963701,Stubborn Sand,SURFACE,2019-09-16,2019-09-18,2019-09-19,ND,ND,ND,1700,ND,ND,100,
736/19,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,POLE,2019-09-17,2019-09-18,2019-09-19,ND,ND,ND,ND,ND,ND,ND,
737/19,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,POLE,2019-09-17,2019-09-18,2019-09-19,ND,ND,ND,1440,ND,ND,ND,
738/19,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,POLE,2019-09-17,2019-09-18,2019-09-19,ND,ND,ND,1240,ND,ND,ND,
739/19,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,TUBE,2019-09-16,2019-09-18,2019-09-19,ND,ND,ND,2400,ND,ND,ND,
740/19,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2019-09-17,2019-09-18,2019-09-19,ND,ND,ND,17640,ND,ND,ND,
741/19,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,POLE,2019-09-18,2019-09-19,2019-09-20,ND,ND,ND,2800,ND,ND,ND,
742/19,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,SURFACE,2019-09-18,2019-09-19,2019-09-20,ND,ND,ND,1040,ND,ND,ND,
743/19,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar,POLE,2019-09-18,2019-09-19,2019-09-20,ND,ND,ND,200,ND,ND,ND,
744/19,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,POLE,2019-09-18,2019-09-19,2019-09-20,ND,ND,ND,80,ND,ND,ND,
745/19,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,POLE,2019-09-18,2019-09-19,2019-09-20,ND,ND,ND,120,ND,ND,ND,
746/19,Percuil,B033R,Cornwall PHA,SW85853369,Percuil,POLE,2019-09-18,2019-09-19,2019-09-20,ND,ND,ND,400,ND,ND,ND,
747/19,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,POLE,2019-09-18,2019-09-19,2019-09-20,ND,ND,ND,1480,ND,ND,ND,
748/19,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,SURFACE,2019-09-18,2019-09-19,2019-09-20,ND,ND,ND,400,ND,ND,ND,
749/19,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,POLE,2019-09-18,2019-09-19,2019-09-20,ND,ND,ND,1040,ND,ND,ND,
750/19,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,POLE,2019-09-18,2019-09-19,2019-09-20,ND,ND,ND,1000,ND,ND,ND,
751/19,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,SURFACE,2019-09-19,2019-09-20,2019-09-23,ND,ND,ND,4160,ND,ND,ND,
752/19,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,SURFACE,2019-09-19,2019-09-20,2019-09-23,ND,ND,ND,200,ND,ND,ND,
753/19,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,SURFACE,2019-09-19,2019-09-20,2019-09-23,ND,ND,ND,ND,ND,ND,ND,
754/19,The Thames,B16BR,London PHA,TQ93798271,Phoenix,SURFACE,2019-09-19,2019-09-20,2019-09-23,ND,ND,ND,ND,ND,ND,ND,
755/19,Swale,B076P,Swale BC,TR01316497,The Causeway,SURFACE,2019-09-19,2019-09-20,2019-09-23,ND,ND,ND,80,ND,ND,ND,
