SampleNumber,ProductionArea,BedID,LocalAuthority,GridReference,SamplingPoint,SampleCollectionMethod,DateSampleCollected,DateSampleArrivedAtLowestoft,DateOfAnalysisAndResultsReported,PSP-Alexandrium_spp.CellsL-1,DSP-DinophysiaceaeCellsL-1,DSP-ProrocentrumLimaCellsL-1,ASP-Pseudo-nitzschia_spp.CellsL-1,YessotoxinLingulodiniumPolyedrumCellsL-1,YessotoxinProtoceratiumReticulatumCellsL-1,VenerupinProrocentrumCordatumCellsL-1,ActionRequired
338-17,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,Pole,2017-05-22,2017-05-23,2017-05-24,ND,ND,ND,1040,ND,ND,ND,
339-17,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,Pole,2017-05-22,2017-05-23,2017-05-24,ND,40,ND,1320,ND,ND,ND,
340-17,Roach,B73AF,London PHA,TQ94909207,Paglesham,Surface,2017-05-22,2017-05-23,2017-05-24,ND,ND,ND,280,ND,ND,ND,
341-17,Dart,B028B,South Hams DC,SX87415599,Waddeton,Pole,2017-05-22,2017-05-23,2017-05-24,ND,ND,ND,500,ND,ND,ND,
342-17,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,Pole,2017-05-22,2017-05-23,2017-05-24,ND,ND,ND,8100,ND,ND,ND,
343-17,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,Pole,2017-05-22,2017-05-23,2017-05-24,ND,ND,ND,6500,ND,ND,ND,
344-17,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,Pole,2017-05-23,2017-05-24,2017-05-25,ND,ND,ND,2960,ND,ND,ND,
345-17,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,Pole,2017-05-23,2017-05-24,2017-05-25,ND,ND,ND,ND,ND,ND,ND,
347-17,Morecambe Bay - East ,B047P,Lancaster CC,SD44196535,Bare Ayre East,Pole,2017-05-23,2017-05-24,2017-05-25,ND,ND,ND,3500,ND,ND,ND,
348-17,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,Surface,2017-05-23,2017-05-24,2017-05-25,ND,ND,ND,ND,ND,ND,ND,
349-17,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,Surface,2017-05-23,2017-05-24,2017-05-25,ND,ND,ND,ND,ND,ND,ND,
350-17,The Thames,B16BR,London PHA,TQ93798271,Phoenix,Surface,2017-05-23,2017-05-24,2017-05-25,ND,ND,ND,360,ND,ND,ND,
351-17,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,Surface,2017-05-23,2017-05-24,2017-05-25,ND,ND,ND,ND,ND,ND,ND,
352-17,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,Pole,2017-05-23,2017-05-24,2017-05-25,ND,ND,ND,5200,ND,ND,200,
353-17,The Wash,B003V,Boston BC,TF44234098,Toft,Surface,2017-05-24,2017-05-25,2017-05-26,ND,ND,ND,ND,ND,ND,ND,
354-17,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,Surface,2017-05-24,2017-05-25,2017-05-26,ND,ND,ND,44080,ND,ND,ND,
355-17,Blackwater,B14AD,Maldon DC,TM06910846,St Peters Flats ,Surface,2017-05-24,2017-05-25,2017-05-26,ND,ND,ND,560,ND,ND,ND,
356-17,Yealm,B031F,Plymouth PHA,SX54104883,Thorn,Pole,2017-05-24,2017-05-25,2017-05-26,ND,ND,40,240,ND,ND,ND,
357-17,Salcombe ,B029D,South Hams DC,SX75554148,Geese Quarries,Pole,2017-05-24,2017-05-25,2017-05-26,100,ND,ND,ND,ND,ND,ND,Additional flesh and water samples requested
358-17,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,Pole,2017-05-24,2017-05-25,2017-05-26,ND,ND,ND,ND,ND,ND,ND,
359-17,Porlock,B094D,West Somerset Council,SS87114787,Porlock East,Pole,2017-05-23,2017-05-26,2017-05-31,100,ND,ND,3100,ND,ND,ND,Additional flesh and water samples requested
360-17,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,Surface,2017-05-30,2017-05-31,2017-06-01,ND,40,ND,59800,ND,ND,ND,
361-17,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,Surface,2017-05-29,2017-05-31,2017-06-01,ND,40,ND,1160,ND,ND,ND,
362-17,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,Tube,2017-05-30,2017-05-31,2017-06-01,ND,ND,ND,16160,ND,ND,ND,
364-17,Lune,B066Y,Wyre BC,SD34504722,Sea Centre South,Pole,2017-05-25,2017-05-30,2017-06-01,ND,40,ND,3160,ND,ND,ND,
365-17,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,Surface,2017-05-31,2017-06-01,2017-06-02,ND,ND,ND,ND,ND,ND,ND,
366-17,Beaulieu,B023I,New Forest DC,SU40280013,Landing Stage,Pole,2017-05-31,2017-06-01,2017-06-02,100,ND,ND,ND,ND,ND,ND,Additional flesh and water samples requested
367-17,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,Pole,2017-05-31,2017-06-01,2017-06-02,ND,ND,ND,ND,ND,ND,ND,
368-17,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,Tube,2017-06-01,2017-06-02,2017-06-05,40,40,40,181000,ND,ND,360,Additional flesh and water samples requested
369-17,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,Surface,2017-05-31,2017-06-02,2017-06-05,ND,120,ND,17160,ND,ND,ND,Additional flesh and water samples requested
370-17,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,Surface,2017-05-31,2017-06-02,2017-06-05,ND,40,ND,3000,ND,ND,ND,
371-17,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,Pole,2017-06-01,2017-06-02,2017-06-05,ND,ND,ND,120,ND,ND,ND,
372-17,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,Tube,2017-05-31,2017-06-02,2017-06-05,ND,ND,ND,160,ND,ND,ND,
373-17,Brixham ,B082B,Torbay BC,SX90965741,Fishcombe Cove SW Corner,Pole,2017-06-01,2017-06-02,2017-06-05,ND,80,ND,1600,ND,ND,ND,
374-17,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,Pole,2017-06-01,2017-06-02,2017-06-05,80,ND,ND,9760,ND,ND,1720,Additional flesh and water samples requested
376-17,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,Tube,2017-06-05,2017-06-06,2017-06-07,ND,ND,ND,400,ND,ND,ND,
377-17,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,Pole,2017-06-05,2017-06-06,2017-06-07,40,ND,ND,5440,ND,ND,ND,Additional flesh and water samples requested
378-17,Portsmouth Harbour,B020I,Portsmouth PHA,SU65040457,Tipner Bridge,Pole,2017-06-05,2017-06-06,2017-06-07,ND,ND,ND,3040,ND,ND,ND,
379-17,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,Pole,2017-06-05,2017-06-06,2017-06-07,ND,ND,ND,1680,ND,ND,ND,
380-17,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,Pole,2017-06-05,2017-06-06,2017-06-07,80,ND,ND,2480,ND,ND,200,Additional flesh and water samples requested
381-17,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,Tube,2017-06-05,2017-06-07,2017-06-08,ND,ND,ND,ND,ND,ND,80,
382-17,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,Tube,2017-06-06,2017-06-07,2017-06-08,100,ND,ND,82700,ND,ND,4000,Additional flesh and water samples requested
383-17,Beaulieu,B023I,New Forest DC,SU40280013,Landing Stage,Pole,2017-06-06,2017-06-07,2017-06-08,ND,ND,ND,160,ND,ND,ND,
384-17,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,Pole,2017-06-06,2017-06-07,2017-06-08,ND,ND,ND,1800,ND,ND,ND,
385-17,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,Pole,2017-06-06,2017-06-07,2017-06-08,ND,40,ND,1360,ND,ND,ND,
386-17,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,Pole,2017-06-07,2017-06-08,2017-06-09,ND,ND,ND,3700,ND,ND,ND,
387-17,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,Pole,2017-06-06,2017-06-08,2017-06-09,80,ND,ND,440,ND,ND,ND,Additional flesh and water samples requested
388-17,Fowey,B70AA,Cornwall PHA,SX12595313,Wisemans,Pole,2017-06-06,2017-06-08,2017-06-09,ND,ND,ND,320,ND,ND,ND,
389-17,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,Pole,2017-06-06,2017-06-08,2017-06-09,ND,ND,ND,600,ND,ND,ND,
390-17,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,Pole,2017-06-06,2017-06-08,2017-06-09,ND,160,ND,3040,ND,ND,80,Additional flesh and water samples requested
391-17,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,Surface,2017-06-07,2017-06-08,2017-06-09,ND,ND,ND,ND,ND,ND,ND, 
392-17,Yealm,B031F,Plymouth PHA,SX54104883,Thorn,Pole,2017-06-07,2017-06-08,2017-06-09,ND,ND,ND,ND,ND,ND,ND,
393-17,Langstone Harbour ,B019I,Portsmouth PHA,SU70940291,Stoke Common Lake,Pole,2017-06-07,2017-06-08,2017-06-09,ND,ND,ND,3300,ND,ND,ND,
394-17,Dart,B028B,South Hams DC,SX87415599,Waddeton,Pole,2017-06-07,2017-06-08,2017-06-09,40,ND,ND,800,ND,ND,ND,Additional flesh and water samples requested
395-17,Salcombe ,B029D,South Hams DC,SX75554148,Geese Quarries,Pole,2017-06-07,2017-06-08,2017-06-09,ND,ND,ND,360,ND,ND,ND,
396-17,Roach,B73AF,London PHA,TQ94909207,Paglesham,Surface,2017-06-08,2017-06-09,2017-06-12,ND,ND,ND,ND,ND,ND,ND,
397-17,Porlock,B094D,West Somerset Council,SS87114787,Porlock East,Pole,2017-06-07,2017-06-09,2017-06-12,ND,ND,ND,3760,ND,ND,40,
398-17,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4 ,Surface,2017-06-12,2017-06-13,2017-06-14,ND,ND,ND,2200,ND,ND,ND,
399-17,Burry Inlet,B038T,City and Council of Swansea,SS44409730,Whitford Point ,Surface,2017-06-12,2017-06-13,2017-06-14,ND,ND,ND,240,ND,ND,ND,
400-17,The Thames,B16CM,London PHA,TR06779599,Crouch Approach,Surface,2017-06-12,2017-06-13,2017-06-14,ND,ND,ND,240,ND,ND,ND,
401-17,The Thames,B16CN,London PHA,TR00508769,East of Havengore Creek,Surface,2017-06-12,2017-06-13,2017-06-14,ND,ND,ND,280,ND,ND,ND,
402-17,The Thames,B16BR,London PHA,TQ93798271,Phoenix,Surface,2017-06-12,2017-06-13,2017-06-14,ND,ND,ND,ND,ND,ND,120,
403-17,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,Pole,2017-06-12,2017-06-13,2017-06-14,ND,ND,ND,7320,ND,ND,200,
404-17,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,Pole,2017-06-12,2017-06-13,2017-06-14,40,ND,ND,6240,ND,ND,160,Additional flesh and water samples requested
405-17,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,Pole,2017-06-12,2017-06-13,2017-06-14,ND,ND,ND,ND,ND,ND,ND,
406-17,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,Tube,2017-06-13,2017-06-14,2017-06-15,ND,100,ND,373000,ND,ND,300,Additional flesh and water samples requested
407-17,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,Surface,2017-06-13,2017-06-14,2017-06-15,ND,ND,ND,4600,ND,ND,40,
408-17,Fal ,B33AN,Cornwall PHA,SW81963551,Mylor Creek,Surface,2017-06-13,2017-06-14,2017-06-15,ND,ND,ND,10760,ND,ND,ND,
409-17,Fal ,B033Y ,Cornwall PHA,SW85024095,Ruan Pontoon-Tregothnan,Surface,2017-06-13,2017-06-14,2017-06-15,ND,ND,ND,2400,ND,ND,120,
410-17,Fal ,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,Surface,2017-06-13,2017-06-14,2017-06-15,ND,ND,ND,2800,ND,ND,ND,
411-17,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,Surface,2017-06-13,2017-06-14,2017-06-15,ND,ND,ND,520,ND,ND,ND,
412-17,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,Surface,2017-06-13,2017-06-14,2017-06-15,ND,ND,ND,ND,ND,ND,ND,
413-17,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,Surface,2017-06-12,2017-06-14,2017-06-15,ND,ND,ND,720,ND,ND,ND,
414-17,Start Bay,B087J,South Hams DC,SX82504197,Off Torcross,Surface,2017-06-13,2017-06-14,2017-06-15,ND,40,ND,3760,ND,ND,320,
415-17,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,Tube,2017-06-13,2017-06-14,2017-06-15,ND,ND,40,56560,ND,ND,ND,
416-17,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,Pole,2017-06-13,2017-06-14,2017-06-15,ND,ND,ND,5720,ND,ND,ND,
417-17,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,Pole,2017-06-13,2017-06-14,2017-06-15,ND,40,ND,4000,ND,ND,ND,
418-17,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,Pole,2017-06-13,2017-06-14,2017-06-15,40,40,ND,9240,ND,ND,120,Additional flesh and water samples requested
419-17,The Wash,B003V,Boston BC,TF44234098,Toft,Surface,2017-06-13,2017-06-15,2017-06-16,ND,ND,ND,1400,ND,ND,120,
420-17,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,Pole,2017-06-14,2017-06-15,2017-06-16,ND,320,ND,17080,ND,ND,40,Additional flesh and water samples requested
421-17,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,Pole,2017-06-14,2017-06-15,2017-06-16,ND,ND,ND,38000,ND,ND,80,
422-17,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,Pole,2017-06-14,2017-06-15,2017-06-16,ND,ND,ND,1000,ND,ND,ND,
423-17,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,Pole,2017-06-14,2017-06-15,2017-06-16,ND,ND,ND,840,ND,ND,ND,
424-17,Blackwater,B14AD,Maldon DC,TM06910846,St Peters Flats ,Surface,2017-06-14,2017-06-15,2017-06-16,ND,ND,ND,ND,ND,ND,ND,
425-17,Beaulieu,B023I,New Forest DC,SU40280013,Landing Stage,Pole,2017-06-14,2017-06-15,2017-06-16,40,ND,ND,ND,ND,ND,ND,Additional flesh and water samples requested
426-17,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,Pole,2017-06-14,2017-06-15,2017-06-16,ND,ND,ND,2280,ND,ND,80,
427-17,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,Pole,2017-06-14,2017-06-15,2017-06-16,ND,ND,ND,ND,ND,ND,ND,
428-17,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,Tube,2017-06-13,2017-06-15,2017-06-16,ND,40,ND,12920,ND,ND,40,
429-17,Brixham ,B082B,Torbay BC,SX90965741,Fishcombe Cove SW Corner,Pole,2017-06-14,2017-06-15,2017-06-16,ND,ND,ND,2840,ND,ND,200,
430-17,Lune,B066Y,Wyre BC,SD34504722,Sea Centre South,Pole,2017-06-14,2017-06-16,2017-06-19,ND,ND,ND,3200,ND,ND,100,
432-17,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,Pole,2017-06-19,2017-06-20,2017-06-21,ND,ND,ND,ND,ND,ND,40,
434-17,Langstone Harbour ,B019I,Portsmouth PHA,SU70940291,Stoke Common Lake,Pole,2017-06-19,2017-06-20,2017-06-21,ND,ND,ND,560,ND,ND,ND,
435-17,Dart,B028B,South Hams DC,SX87415599,Waddeton,Pole,2017-06-19,2017-06-20,2017-06-21,ND,ND,ND,5680,ND,ND,200,
436-17,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,Pole,2017-06-19,2017-06-20,2017-06-21,ND,ND,ND,30680,ND,ND,ND,
437-17,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,Tube,2017-06-20,2017-06-21,2017-06-22,40,40,ND,100000,ND,40,80,Additional flesh and water samples requested
438-17,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,Pole,2017-06-20,2017-06-21,2017-06-22,ND,ND,ND,9000,ND,ND,ND,
439-17,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,Pole,2017-06-20,2017-06-21,2017-06-22,40,ND,40,360,ND,ND,ND,Additional flesh and water samples requested
440-17,Portsmouth Harbour,B020I,Portsmouth PHA,SU65040457,Tipner Bridge,Pole,2017-06-20,2017-06-21,2017-06-22,ND,ND,ND,320,ND,ND,ND,
441-17,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,Pole,2017-06-21,2017-06-22,2017-06-23,ND,40,ND,280,ND,ND,ND,
442-17,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,Surface,2017-06-21,2017-06-22,2017-06-23,ND,ND,ND,ND,ND,ND,ND,
443-17,Beaulieu,B023I,New Forest DC,SU40280013,Landing Stage,Pole,2017-06-21,2017-06-22,2017-06-23,ND,ND,ND,ND,ND,ND,ND,
444-17,Yealm,B031F,Plymouth PHA,SX54104883,Thorn,Pole,2017-06-21,2017-06-22,2017-06-23,120,40,ND,6000,ND,ND,200,Additional flesh and water samples requested
445-17,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,Pole,2017-06-22,2017-06-23,2017-06-26,ND,ND,ND,92200,ND,ND,ND,
446-17,Fowey,B70AA,Cornwall PHA,SX12595313,Wisemans,Pole,2017-06-22,2017-06-23,2017-06-26,ND,ND,ND,58400,ND,ND,ND,
447-17,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,Pole,2017-06-22,2017-06-23,2017-06-26,ND,ND,ND,28800,ND,ND,ND,
448-17,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,Pole,2017-06-22,2017-06-23,2017-06-26,ND,ND,ND,119000,ND,ND,40,
449-17,Roach,B73AF,London PHA,TQ94909207,Paglesham,Surface,2017-06-22,2017-06-23,2017-06-26,ND,ND,ND,ND,ND,ND,ND,
451-17,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,Pole,2017-06-21,2017-06-23,2017-06-26,ND,40,ND,8800,ND,ND,ND,
452-17,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,Pole,2017-06-22,2017-06-23,2017-06-26,ND,ND,ND,1360,ND,ND,120,
453-17,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,SURFACE,2017-06-26,2017-06-27,2017-06-28,ND,80,ND,2560,ND,ND,80,
454-17,Morecambe Bay - East,B047P,Lancaster CC,SD44196535,Bare Ayre East,POLE,2017-06-26,2017-06-27,2017-06-28,ND,ND,ND,320,ND,ND,ND,
455-17,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,SURFACE,2017-06-26,2017-06-27,2017-06-28,ND,80,ND,14480,ND,ND,ND,
456-17,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,SURFACE,2017-06-26,2017-06-27,2017-06-28,ND,ND,ND,8960,ND,ND,ND,
457-17,The Thames,B16BR,London PHA,TQ93798271,Phoenix,SURFACE,2017-06-26,2017-06-27,2017-06-28,ND,ND,ND,2000,ND,ND,ND,
458-17,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,POLE,2017-06-26,2017-06-27,2017-06-28,ND,ND,ND,800,ND,ND,400,
459-17,Porlock,B094D,West Somerset Council,SS87114787,Porlock East,POLE,2017-06-26,2017-06-27,2017-06-28,ND,80,ND,8960,ND,ND,ND,
460-17,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,TUBE,2017-06-27,2017-06-28,2017-06-29,ND,40,ND,26560,ND,ND,ND,
461-17,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon-Tregothnan,SURFACE,2017-06-27,2017-06-28,2017-06-29,ND,ND,ND,16560,ND,ND,ND,
462-17,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,SURFACE,2017-06-27,2017-06-28,2017-06-29,ND,ND,ND,33800,ND,ND,120,
463-17,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,SURFACE,2017-06-27,2017-06-28,2017-06-29,ND,ND,ND,ND,ND,ND,ND,
464-17,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,TUBE,2017-06-27,2017-06-28,2017-06-29,ND,ND,ND,1440,ND,ND,40,
465-17,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,POLE,2017-06-27,2017-06-29,2017-06-30,ND,ND,ND,ND,ND,ND,ND,
466-17,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,SURFACE,2017-06-28,2017-06-29,2017-06-30,ND,ND,ND,ND,ND,ND,ND,
467-17,Blackwater,B14AD,Maldon DC,TM06910846,St Peters Flats,SURFACE,2017-06-28,2017-06-29,2017-06-30,ND,ND,ND,ND,ND,ND,200,
468-17,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,SURFACE,2017-06-28,2017-06-29,2017-06-30,ND,ND,ND,15640,ND,ND,40,
469-17,Yealm,B031F,Plymouth PHA,SX54104883,Thorn,POLE,2017-06-28,2017-06-29,2017-06-30,ND,ND,ND,32880,ND,ND,ND,
470-17,Butley,B009E,Suffolk Coastal DC,TM39434850,Pumping Station Outfall,POLE,2017-06-28,2017-06-29,2017-06-30,ND,ND,ND,ND,ND,ND,ND,
471-17,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,POLE,2017-06-28,2017-06-29,2017-06-30,ND,ND,ND,3120,ND,ND,ND,
472-17,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,POLE,2017-06-28,2017-06-29,2017-06-30,ND,ND,ND,2760,ND,ND,ND,
473-17,Brixham,B082B,Torbay BC,SX90965741,Fishcombe Cove SW Corner,POLE,2017-06-28,2017-06-29,2017-06-30,ND,120,ND,9360,ND,ND,240,Additional flesh and water samples requested
474-17,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,TUBE,2017-06-27,2017-06-29,2017-06-30,ND,160,ND,4440,ND,ND,ND,Additional flesh and water samples requested
475-17,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,POLE,2017-06-28,2017-06-29,2017-06-30,ND,ND,ND,400,ND,ND,ND,
476-17,Lune,B066Y,Wyre BC,SD34504722,Sea Centre South,POLE,2017-06-26,2017-06-29,2017-06-30,ND,ND,ND,1000,ND,ND,ND,
478-17,Taw-Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,POLE,2017-06-29,2017-06-30,2017-07-03,ND,40,ND,12720,ND,ND,40,
479-17,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,TUBE,2017-07-03,2017-07-04,2017-07-05,ND,40,ND,4840,ND,ND,ND,
480-17,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,POLE,2017-07-03,2017-07-04,2017-07-05,ND,ND,ND,960,ND,ND,ND,
481-17,Southampton Water,B021Y,Southampton PHA,SU48760530,Hamble Estuary,POLE,2017-07-03,2017-07-04,2017-07-05,ND,ND,ND,480,ND,ND,ND,
482-17,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,TUBE,2017-07-04,2017-07-05,2017-07-06,ND,ND,ND,ND,ND,ND,ND,
484-17,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,POLE,2017-07-04,2017-07-05,2017-07-06,ND,ND,ND,330000,ND,ND,120,Additional flesh and water samples requested
485-17,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,POLE,2017-07-04,2017-07-05,2017-07-06,ND,ND,ND,264000,ND,ND,80,Additional flesh and water samples requested
486-17,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,POLE,2017-07-04,2017-07-05,2017-07-06,ND,ND,ND,280000,ND,ND,520,Additional flesh and water samples requested
487-17,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,POLE,2017-07-04,2017-07-05,2017-07-06,ND,ND,ND,ND,ND,ND,ND,
488-17,The Fleet,B25AI,Weymouth PHA,SY66477627,Fleet Oysters,POLE,2017-07-04,2017-07-05,2017-07-06,ND,ND,ND,80,ND,ND,ND,
489-17,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,POLE,2017-07-05,2017-07-06,2017-07-07,40,40,ND,360,ND,ND,80,Additional flesh and water samples requested
490-17,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,TUBE,2017-07-04,2017-07-06,2017-07-07,ND,160,ND,6880,ND,ND,80,Additional flesh and water samples requested
491-17,Brixham,B082B,Torbay BC,SX90965741,Fishcombe Cove SW Corner,POLE,2017-07-05,2017-07-06,2017-07-07,ND,120,ND,6720,ND,ND,80,Additional flesh and water samples requested
492-17,Roach,B73AF,London PHA,TQ94909207,Paglesham,SURFACE,2017-07-06,2017-07-07,2017-07-10,ND,ND,ND,ND,ND,ND,ND,
493-17,The Wash,B003V,Boston BC,TF44234098,Toft,SURFACE,2017-07-10,2017-07-11,2017-07-12,ND,ND,ND,ND,ND,ND,ND,
494-17,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,SURFACE,2017-07-10,2017-07-11,2017-07-12,ND,ND,ND,80,ND,ND,40,
495-17,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,POLE,2017-07-10,2017-07-11,2017-07-12,ND,ND,ND,838000,ND,ND,80,Additional flesh and water samples requested
496-17,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,POLE,2017-07-10,2017-07-11,2017-07-12,ND,ND,ND,226000,ND,ND,240,Additional flesh and water samples requested
497-17,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,POLE,2017-07-10,2017-07-11,2017-07-12,ND,ND,ND,437000,ND,ND,40,Additional flesh and water samples requested
498-17,Chichester Harbour,B018Q,Havant BC,SU72990439,Northney Marina,POLE,2017-07-10,2017-07-11,2017-07-12,40,ND,ND,80,ND,ND,ND,Additional flesh and water samples requested
499-17,Morecambe Bay - East,B047P,Lancaster CC,SD44196535,Bare Ayre East,POLE,2017-07-10,2017-07-11,2017-07-12,ND,ND,ND,400,ND,ND,ND,
500-17,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,SURFACE,2017-07-10,2017-07-11,2017-07-12,ND,ND,100,2000,ND,ND,ND,Additional flesh and water samples requested
501-17,Portsmouth Harbour,B020H,Portsmouth PHA,SU62850544,Paulsgrove,POLE,2017-07-10,2017-07-11,2017-07-12,ND,ND,ND,80,ND,ND,ND,
502-17,Deben,B010O,Suffolk Coastal DC,TM28834500,Stonner Point,POLE,2017-07-10,2017-07-11,2017-07-12,ND,ND,ND,ND,ND,ND,ND,
503-17,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,TUBE,2017-07-10,2017-07-11,2017-07-12,ND,ND,ND,6280,ND,ND,ND,
